
================================================================================
[2026-09-08 07:15:06] Starting GeoMind Continuous Memory Monitor (Interval: 10s)
================================================================================
[2026-09-08 07:15:06] Hooked geomind PID 22392 | Initial WS: 111.55 MB | Initial Commit: 113.16 MB
[2026-09-08 07:15:07] PID: 22392 | WS: 111.55 MB (dWS: 0 MB) | Commit: 113.16 MB (dPM: 0 MB) | VM: 4321.21 MB | CPU: 126.2s | SysFreeVM: 103735 MB | Ckpt: 50MB at 07:14:26
[2026-09-08 12:52:39] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20232.4s | SysFreeVM: 104155 MB | Ckpt: 50MB at 12:52:30
[2026-09-08 12:52:50] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20242.5s | SysFreeVM: 104213 MB | No ckpt change
[2026-09-08 12:53:00] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20252.6s | SysFreeVM: 104185 MB | No ckpt change
[2026-09-08 12:53:10] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20262.8s | SysFreeVM: 104209 MB | No ckpt change
[2026-09-08 12:53:20] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20272.8s | SysFreeVM: 104169 MB | Ckpt: 50MB at 12:53:13
[2026-09-08 12:53:31] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20283s | SysFreeVM: 104157 MB | No ckpt change
[2026-09-08 12:53:41] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20293.2s | SysFreeVM: 104136 MB | No ckpt change
[2026-09-08 12:53:51] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20303.3s | SysFreeVM: 104134 MB | No ckpt change
[2026-09-08 12:54:01] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20313.4s | SysFreeVM: 104144 MB | Ckpt: 50MB at 12:53:55
[2026-09-08 12:54:12] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20323.6s | SysFreeVM: 104206 MB | No ckpt change
[2026-09-08 12:54:22] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20333.8s | SysFreeVM: 104194 MB | No ckpt change
[2026-09-08 12:54:32] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20343.9s | SysFreeVM: 104216 MB | No ckpt change
[2026-09-08 12:54:42] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20354s | SysFreeVM: 104182 MB | Ckpt: 50MB at 12:54:37
[2026-09-08 12:54:52] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20364.2s | SysFreeVM: 104182 MB | No ckpt change
[2026-09-08 12:55:03] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20374.3s | SysFreeVM: 104172 MB | No ckpt change
[2026-09-08 12:55:13] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20384.5s | SysFreeVM: 104162 MB | No ckpt change
[2026-09-08 12:55:23] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20394.7s | SysFreeVM: 104169 MB | Ckpt: 50MB at 12:55:20
[2026-09-08 12:55:33] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20404.9s | SysFreeVM: 104214 MB | No ckpt change
[2026-09-08 12:55:44] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20415.2s | SysFreeVM: 104186 MB | No ckpt change
[2026-09-08 12:55:54] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20425.3s | SysFreeVM: 104190 MB | No ckpt change
[2026-09-08 12:56:04] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20435.4s | SysFreeVM: 104099 MB | Ckpt: 50MB at 12:56:02
[2026-09-08 12:56:14] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20445.6s | SysFreeVM: 104085 MB | No ckpt change
[2026-09-08 12:56:25] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20455.9s | SysFreeVM: 104062 MB | No ckpt change
[2026-09-08 12:56:35] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20466s | SysFreeVM: 104125 MB | No ckpt change
[2026-09-08 12:56:45] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20476.1s | SysFreeVM: 104167 MB | Ckpt: 50MB at 12:56:44
[2026-09-08 12:56:55] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20486.3s | SysFreeVM: 104183 MB | No ckpt change
[2026-09-08 12:57:06] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20496.5s | SysFreeVM: 104184 MB | No ckpt change
[2026-09-08 12:57:16] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20506.6s | SysFreeVM: 104161 MB | No ckpt change
[2026-09-08 12:57:26] PID: 22392 | WS: 116.12 MB (dWS: 4.57 MB) | Commit: 117.63 MB (dPM: 4.47 MB) | VM: 4329.3 MB | CPU: 20516.8s | SysFreeVM: 104145 MB | No ckpt change
[2026-09-08 12:57:36] PID: 22392 | WS: 116.16 MB (dWS: 4.61 MB) | Commit: 117.7 MB (dPM: 4.54 MB) | VM: 4329.3 MB | CPU: 20526.9s | SysFreeVM: 104138 MB | Ckpt: 50MB at 12:57:27
[2026-09-08 12:57:47] PID: 22392 | WS: 116.16 MB (dWS: 4.61 MB) | Commit: 117.7 MB (dPM: 4.54 MB) | VM: 4329.3 MB | CPU: 20537s | SysFreeVM: 104154 MB | No ckpt change
[2026-09-08 12:57:57] PID: 22392 | WS: 116.16 MB (dWS: 4.61 MB) | Commit: 117.7 MB (dPM: 4.54 MB) | VM: 4329.3 MB | CPU: 20547.2s | SysFreeVM: 104204 MB | No ckpt change
[2026-09-08 12:58:07] PID: 22392 | WS: 116.16 MB (dWS: 4.61 MB) | Commit: 117.7 MB (dPM: 4.54 MB) | VM: 4329.3 MB | CPU: 20557.3s | SysFreeVM: 104184 MB | No ckpt change
[2026-09-08 12:58:17] PID: 22392 | WS: 116.16 MB (dWS: 4.61 MB) | Commit: 117.7 MB (dPM: 4.54 MB) | VM: 4329.3 MB | CPU: 20567.5s | SysFreeVM: 104146 MB | Ckpt: 50MB at 12:58:09
[2026-09-08 12:58:28] PID: 22392 | WS: 116.16 MB (dWS: 4.61 MB) | Commit: 117.7 MB (dPM: 4.54 MB) | VM: 4329.3 MB | CPU: 20577.7s | SysFreeVM: 104183 MB | No ckpt change
[2026-09-08 12:58:38] PID: 22392 | WS: 116.16 MB (dWS: 4.61 MB) | Commit: 117.7 MB (dPM: 4.54 MB) | VM: 4329.3 MB | CPU: 20587.9s | SysFreeVM: 104150 MB | No ckpt change
[2026-09-08 12:58:48] PID: 22392 | WS: 116.16 MB (dWS: 4.61 MB) | Commit: 117.7 MB (dPM: 4.54 MB) | VM: 4329.3 MB | CPU: 20598s | SysFreeVM: 104145 MB | No ckpt change
[2026-09-08 12:58:58] PID: 22392 | WS: 116.33 MB (dWS: 4.78 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20608.1s | SysFreeVM: 104131 MB | Ckpt: 50MB at 12:58:51
[2026-09-08 12:59:09] PID: 22392 | WS: 116.33 MB (dWS: 4.78 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20618.3s | SysFreeVM: 104218 MB | No ckpt change
[2026-09-08 12:59:19] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20628.4s | SysFreeVM: 104163 MB | No ckpt change
[2026-09-08 12:59:29] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20638.6s | SysFreeVM: 104134 MB | No ckpt change
[2026-09-08 12:59:39] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20648.8s | SysFreeVM: 104135 MB | Ckpt: 50MB at 12:59:34
[2026-09-08 12:59:50] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20659s | SysFreeVM: 104133 MB | No ckpt change
[2026-09-08 13:00:00] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20669.2s | SysFreeVM: 104105 MB | No ckpt change
[2026-09-08 13:00:10] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20679.4s | SysFreeVM: 104100 MB | No ckpt change
[2026-09-08 13:00:20] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20689.6s | SysFreeVM: 104171 MB | Ckpt: 50MB at 13:00:16
[2026-09-08 13:00:31] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20699.8s | SysFreeVM: 104154 MB | No ckpt change
[2026-09-08 13:00:41] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20710s | SysFreeVM: 104163 MB | No ckpt change
[2026-09-08 13:00:51] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20720.2s | SysFreeVM: 104133 MB | No ckpt change
[2026-09-08 13:01:02] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20730.4s | SysFreeVM: 104120 MB | Ckpt: 50MB at 13:00:58
[2026-09-08 13:01:12] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20740.6s | SysFreeVM: 104144 MB | No ckpt change
[2026-09-08 13:01:22] PID: 22392 | WS: 116.35 MB (dWS: 4.8 MB) | Commit: 117.86 MB (dPM: 4.7 MB) | VM: 4393.3 MB | CPU: 20750.7s | SysFreeVM: 104195 MB | No ckpt change
[2026-09-08 13:01:32] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20760.9s | SysFreeVM: 104189 MB | No ckpt change
[2026-09-08 13:01:43] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20771s | SysFreeVM: 104162 MB | Ckpt: 50MB at 13:01:41
[2026-09-08 13:01:53] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20781.1s | SysFreeVM: 104167 MB | No ckpt change
[2026-09-08 13:02:03] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20791.2s | SysFreeVM: 104182 MB | No ckpt change
[2026-09-08 13:02:13] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20801.4s | SysFreeVM: 104162 MB | No ckpt change
[2026-09-08 13:02:24] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20811.6s | SysFreeVM: 104213 MB | Ckpt: 50MB at 13:02:23
[2026-09-08 13:02:34] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20821.8s | SysFreeVM: 104195 MB | No ckpt change
[2026-09-08 13:02:44] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20832s | SysFreeVM: 104208 MB | No ckpt change
[2026-09-08 13:02:54] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20842.2s | SysFreeVM: 104163 MB | No ckpt change
[2026-09-08 13:03:05] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20852.3s | SysFreeVM: 104169 MB | No ckpt change
[2026-09-08 13:03:15] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20862.4s | SysFreeVM: 104145 MB | Ckpt: 50MB at 13:03:05
[2026-09-08 13:03:25] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20872.7s | SysFreeVM: 104171 MB | No ckpt change
[2026-09-08 13:03:35] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20882.9s | SysFreeVM: 104191 MB | No ckpt change
[2026-09-08 13:03:46] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20893s | SysFreeVM: 104170 MB | No ckpt change
[2026-09-08 13:03:56] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20903.2s | SysFreeVM: 104159 MB | Ckpt: 50MB at 13:03:48
[2026-09-08 13:04:06] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20913.4s | SysFreeVM: 104181 MB | No ckpt change
[2026-09-08 13:04:16] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20923.4s | SysFreeVM: 104177 MB | No ckpt change
[2026-09-08 13:04:26] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20933.6s | SysFreeVM: 104188 MB | No ckpt change
[2026-09-08 13:04:37] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20943.7s | SysFreeVM: 104157 MB | Ckpt: 50MB at 13:04:30
[2026-09-08 13:04:47] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20953.9s | SysFreeVM: 104209 MB | No ckpt change
[2026-09-08 13:04:57] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20964.1s | SysFreeVM: 104201 MB | No ckpt change
[2026-09-08 13:05:07] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20974.3s | SysFreeVM: 104178 MB | No ckpt change
[2026-09-08 13:05:18] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20984.4s | SysFreeVM: 104172 MB | Ckpt: 50MB at 13:05:12
[2026-09-08 13:05:28] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 20994.6s | SysFreeVM: 104176 MB | No ckpt change
[2026-09-08 13:05:38] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21004.8s | SysFreeVM: 104149 MB | No ckpt change
[2026-09-08 13:05:48] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21015s | SysFreeVM: 104165 MB | No ckpt change
[2026-09-08 13:05:59] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21025.2s | SysFreeVM: 104129 MB | Ckpt: 50MB at 13:05:55
[2026-09-08 13:06:09] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21035.2s | SysFreeVM: 104187 MB | No ckpt change
[2026-09-08 13:06:19] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21045.4s | SysFreeVM: 104207 MB | No ckpt change
[2026-09-08 13:06:29] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21055.7s | SysFreeVM: 104189 MB | No ckpt change
[2026-09-08 13:06:39] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21065.9s | SysFreeVM: 104170 MB | Ckpt: 50MB at 13:06:37
[2026-09-08 13:06:50] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21076s | SysFreeVM: 104180 MB | No ckpt change
[2026-09-08 13:07:00] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21086.2s | SysFreeVM: 104178 MB | No ckpt change
[2026-09-08 13:07:10] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21096.4s | SysFreeVM: 104185 MB | No ckpt change
[2026-09-08 13:07:20] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21106.5s | SysFreeVM: 104169 MB | Ckpt: 50MB at 13:07:19
[2026-09-08 13:07:31] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21116.6s | SysFreeVM: 104212 MB | No ckpt change
[2026-09-08 13:07:41] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21126.7s | SysFreeVM: 104200 MB | No ckpt change
[2026-09-08 13:07:51] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21136.9s | SysFreeVM: 104209 MB | No ckpt change
[2026-09-08 13:08:01] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21147.1s | SysFreeVM: 104198 MB | No ckpt change
[2026-09-08 13:08:12] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21157.3s | SysFreeVM: 104188 MB | Ckpt: 50MB at 13:08:02
[2026-09-08 13:08:22] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21167.5s | SysFreeVM: 104176 MB | No ckpt change
[2026-09-08 13:08:32] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21177.7s | SysFreeVM: 104153 MB | No ckpt change
[2026-09-08 13:08:42] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21187.9s | SysFreeVM: 104150 MB | No ckpt change
[2026-09-08 13:08:53] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21198s | SysFreeVM: 104174 MB | Ckpt: 50MB at 13:08:44
[2026-09-08 13:09:03] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21208.2s | SysFreeVM: 104189 MB | No ckpt change
[2026-09-08 13:09:13] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21218.4s | SysFreeVM: 104196 MB | No ckpt change
[2026-09-08 13:09:23] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21228.5s | SysFreeVM: 104191 MB | No ckpt change
[2026-09-08 13:09:34] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21238.7s | SysFreeVM: 104190 MB | Ckpt: 50MB at 13:09:26
[2026-09-08 13:09:44] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21248.9s | SysFreeVM: 104157 MB | No ckpt change
[2026-09-08 13:09:54] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21259.1s | SysFreeVM: 104156 MB | No ckpt change
[2026-09-08 13:10:04] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21269.2s | SysFreeVM: 104170 MB | No ckpt change
[2026-09-08 13:10:15] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21279.4s | SysFreeVM: 104222 MB | Ckpt: 50MB at 13:10:09
[2026-09-08 13:10:25] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21289.6s | SysFreeVM: 104195 MB | No ckpt change
[2026-09-08 13:10:35] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21299.8s | SysFreeVM: 104202 MB | No ckpt change
[2026-09-08 13:10:45] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21310s | SysFreeVM: 104173 MB | No ckpt change
[2026-09-08 13:10:55] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21320.1s | SysFreeVM: 104162 MB | Ckpt: 50MB at 13:10:51
[2026-09-08 13:11:06] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21330.2s | SysFreeVM: 104128 MB | No ckpt change
[2026-09-08 13:11:16] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21340.4s | SysFreeVM: 104132 MB | No ckpt change
[2026-09-08 13:11:26] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21350.6s | SysFreeVM: 104194 MB | No ckpt change
[2026-09-08 13:11:36] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21360.8s | SysFreeVM: 104179 MB | Ckpt: 50MB at 13:11:34
[2026-09-08 13:11:47] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21370.9s | SysFreeVM: 104178 MB | No ckpt change
[2026-09-08 13:11:57] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21381s | SysFreeVM: 104172 MB | No ckpt change
[2026-09-08 13:12:07] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21391.2s | SysFreeVM: 104158 MB | No ckpt change
[2026-09-08 13:12:17] PID: 22392 | WS: 116.34 MB (dWS: 4.79 MB) | Commit: 117.83 MB (dPM: 4.67 MB) | VM: 4329.3 MB | CPU: 21401.5s | SysFreeVM: 104134 MB | Ckpt: 50MB at 13:12:16
